CASENBR,ITERLVL,CDFCLEVN,CDFCLRCV,CDOFCRCV,CDSTATUS,STATRSN1,STATRSN2,STATRSN3,STATRSN4,STATRSN5,CDSUB1PR,CDSUB1SC,sdtdue,sdtstat,sitdtrcv,accept,reject,deny,grant,other,submit,filed,diffreg_filed,diffinst,closed,comptime,timely,diffreg_answer,overdue,untimely,resubmit,noinfres,attachmt,wronglvl,otherrej,cdsub1cb,subcount,rejcount,cldclocount,clgacccount,earliest_sitdtrcv,latest_sdtstat,days_between
428850,R,BRO,BRO,NER,CLD,DNY,,,,,26,A,2006-12-17,2006-12-14,2006-11-17,0,0,1,0,0,1,1,0.0,0.0,1,27.0,1.0,0.0,,,,,,,,26A,2,0,2,0,2006-09-29,2006-12-14,76
434073,F,RBK,RBK,RBK,CLO,XPL,,,,,34,C,2006-12-07,2006-12-07,2006-11-17,0,0,0,0,1,1,1,,0.0,1,20.0,1.0,,,,,,,,,34C,1,0,1,0,2006-11-17,2006-12-07,20
434284,R,RBK,RBK,NER,REJ,UTR,OTH,,,,20,D,,2006-11-21,2006-11-16,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,20D,1,1,0,0,2006-11-16,2006-11-21,5
434227,R,RBK,RBK,NER,CLD,DNY,,,,,20,D,2006-12-16,2006-12-14,2006-11-16,0,0,1,0,0,1,1,0.0,0.0,1,28.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2006-11-16,2006-12-14,28
431671,R,NYM,NYM,NER,CLD,DNY,,,,,19,E,2006-12-16,2006-12-12,2006-11-16,0,0,1,0,0,1,1,0.0,0.0,1,26.0,1.0,0.0,,,,,,,,19E,2,0,2,0,2006-10-27,2006-12-12,46
428554,A,CNK,FAI,BOP,CLD,DNY,,,,,20,E,2007-01-15,2007-01-14,2006-11-16,0,0,1,0,0,1,1,,1.0,1,59.0,1.0,,,,,,,,,20E,2,0,1,1,2006-09-25,2007-01-14,111
431828,R,NYM,NYM,NER,CLD,DNY,,,,,19,E,2006-12-15,2006-12-12,2006-11-15,0,0,1,0,0,1,1,0.0,0.0,1,27.0,1.0,0.0,,,,,,,,19E,2,0,2,0,2006-10-30,2006-12-12,43
433688,F,BRO,BRO,BRO,CLD,DNY,,,,,21,A,2006-12-25,2006-12-11,2006-11-15,0,0,1,0,0,1,1,,0.0,1,26.0,1.0,,,,,,,,,21A,1,0,1,0,2006-11-15,2006-12-11,26
433905,F,OTV,OTV,OTV,CLD,DNY,,,,,19,F,2006-12-05,2006-12-01,2006-11-15,0,0,1,0,0,1,1,,0.0,1,16.0,1.0,,,,,,,,,19F,1,0,1,0,2006-11-15,2006-12-01,16
418888,A,OTV,OTV,BOP,CLD,DNY,,,,,15,B,2007-01-14,2007-01-12,2006-11-15,0,0,1,0,0,1,1,,0.0,1,58.0,1.0,,,,,,,,,15B,4,1,3,0,2006-07-06,2007-01-12,190
434179,R,NYM,NYM,NER,CLD,DNY,,,,,20,D,2006-12-15,2006-12-15,2006-11-15,0,0,1,0,0,1,1,0.0,0.0,1,30.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2006-11-15,2006-12-15,30
421875,A,NYM,CAA,BOP,CLD,DNY,,,,,21,A,2007-01-13,2007-01-25,2006-11-14,0,0,1,0,0,1,1,,1.0,1,72.0,0.0,,,,,,,,,21A,3,0,3,0,2006-08-01,2007-01-25,177
432783,R,CNK,CNK,NER,CLG,PAR,,,,,20,E,2006-12-14,2006-12-13,2006-11-14,0,0,0,1,0,1,1,0.0,0.0,1,29.0,1.0,0.0,,,,,,,,20E,2,1,0,1,2006-11-01,2006-12-13,42
434015,R,BRO,BRO,NER,CLD,DNY,,,,,20,D,2006-12-14,2006-12-13,2006-11-14,0,0,1,0,0,1,1,0.0,0.0,1,29.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2006-11-14,2006-12-13,29
433451,F,RBK,RBK,RBK,CLO,XPL,,,,,34,A,2006-12-04,2006-12-04,2006-11-14,0,0,0,0,1,1,1,,0.0,1,20.0,1.0,,,,,,,,,34A,1,0,1,0,2006-11-14,2006-12-04,20
432020,R,CNK,NYM,NER,CLD,DNY,,,,,20,E,2006-12-13,2006-12-12,2006-11-13,0,0,1,0,0,1,1,0.0,1.0,1,29.0,1.0,0.0,,,,,,,,20E,2,1,1,0,2006-10-19,2006-12-12,54
423241,A,NYM,OKL,BOP,CLO,XPL,,,,,22,A,2007-01-12,2007-01-19,2006-11-13,0,0,0,0,1,1,1,,1.0,1,67.0,0.0,,,,,,,,,22A,3,0,2,1,2006-08-11,2007-01-19,161
433425,F,NYM,NYM,NYM,CLO,XPL,,,,,22,C,2006-12-03,2006-12-06,2006-11-13,0,0,0,0,1,1,1,,0.0,1,23.0,0.0,,,,,,,,,22C,1,0,1,0,2006-11-13,2006-12-06,23
423440,A,NYM,NYM,BOP,CLD,DNY,,,,,17,A,2006-12-23,2007-01-22,2006-11-13,0,0,1,0,0,1,1,,0.0,1,70.0,0.0,,,,,,,,,17A,3,0,3,0,2006-08-14,2007-01-22,161
432835,F,NYM,NYM,NYM,CLO,OTH,,,,,25,D,2006-12-03,2008-06-27,2006-11-13,0,0,0,0,1,1,1,,0.0,1,592.0,0.0,,,,,,,,,25D,2,1,1,0,2006-11-07,2008-06-27,598
433428,F,NYM,NYM,NYM,CLD,DNY,,,,,22,C,2006-12-03,2013-06-03,2006-11-13,0,0,1,0,0,1,1,,0.0,1,2394.0,0.0,,,,,,,,,22C,1,0,1,0,2006-11-13,2013-06-03,2394
418893,A,RBK,RBK,BOP,CLD,DNY,,,,,31,Z,2006-12-19,2006-11-28,2006-11-09,0,0,1,0,0,1,1,,0.0,1,19.0,1.0,,,,,,,,,31Z,4,1,3,0,2006-07-06,2006-11-28,145
433082,F,RBK,RBK,RBK,REJ,UTF,,,,,34,Z,,2006-11-08,2006-11-08,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,34Z,1,1,0,0,2006-11-08,2006-11-08,0
433031,F,NYM,NYM,NYM,REJ,INF,MLT,OTH,,,34,Z,,2006-11-08,2006-11-08,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,34Z,1,1,0,0,2006-11-08,2006-11-08,0
432991,F,NYM,NYM,NYM,CLD,DNY,,,,,21,A,2006-11-28,2006-12-06,2006-11-08,0,0,1,0,0,1,1,,0.0,1,28.0,0.0,,,,,,,,,21A,1,0,1,0,2006-11-08,2006-12-06,28
433495,R,BRO,BRO,NER,REJ,UTR,OTH,,,,20,D,,2006-11-14,2006-11-07,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,20D,1,1,0,0,2006-11-07,2006-11-14,7
427200,R,BRO,BRO,NER,CLG,PAR,,,,,21,A,2006-12-07,2006-12-07,2006-11-07,0,0,0,1,0,1,1,0.0,0.0,1,30.0,1.0,0.0,,,,,,,,21A,2,0,1,1,2006-09-15,2006-12-07,83
432825,F,RBK,RBK,RBK,REJ,CON,INF,RSF,OTH,,34,Z,,2006-11-07,2006-11-07,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,1.0,34Z,1,1,0,0,2006-11-07,2006-11-07,0
432843,F,RBK,RBK,RBK,REJ,INF,CON,RSF,,,21,A,,2006-11-07,2006-11-07,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,21A,2,1,1,0,2006-11-07,2006-12-15,38
418362,A,NYM,NYM,BOP,CLO,XPL,,,,,18,A,2007-01-06,2007-01-18,2006-11-07,0,0,0,0,1,1,1,,0.0,1,72.0,0.0,,,,,,,,,18A,5,2,3,0,2006-06-29,2007-01-18,203
429680,R,NYM,NYM,NER,CLD,DNY,,,,,19,A,2006-12-07,2006-12-05,2006-11-07,0,0,1,0,0,1,1,0.0,0.0,1,28.0,1.0,0.0,,,,,,,,19A,2,0,2,0,2006-10-06,2006-12-05,60
432847,F,NYM,NYM,NYM,REJ,INF,MSI,RSF,,,22,D,,2006-11-07,2006-11-07,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,22D,1,1,0,0,2006-11-07,2006-11-07,0
432838,F,NYM,NYM,NYM,CLO,XPL,,,,,22,E,2006-11-27,2007-01-29,2006-11-07,0,0,0,0,1,1,1,,0.0,1,83.0,0.0,,,,,,,,,22E,1,0,1,0,2006-11-07,2007-01-29,83
428357,R,BRO,BRO,NER,REJ,QUA,RSR,,,,21,A,,2006-11-13,2006-11-06,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,21A,2,1,1,0,2006-09-26,2006-11-13,48
417062,A,RBK,RBK,BOP,CLD,DNY,,,,,21,A,2007-01-05,2007-01-18,2006-11-06,0,0,1,0,0,1,1,,0.0,1,73.0,0.0,,,,,,,,,21A,5,2,3,0,2006-06-16,2007-01-18,216
433389,R,OTV,OTV,NER,CLD,DNY,,,,,20,D,2006-12-06,2006-12-06,2006-11-06,0,0,1,0,0,1,1,0.0,0.0,1,30.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2006-11-06,2006-12-06,30
432723,F,BRO,BRO,BRO,REJ,CON,CPG,DHO,FRM,INF,20,D,,2006-11-06,2006-11-06,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,20D,1,1,0,0,2006-11-06,2006-11-06,0
433247,R,BRO,BRO,NER,REJ,INS,SEN,,,,10,D,,2006-11-09,2006-11-06,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10D,1,1,0,0,2006-11-06,2006-11-09,3
431299,R,CNK,LOR,NER,CLD,DNY,,,,,20,E,2006-12-06,2006-12-06,2006-11-06,0,0,1,0,0,1,1,0.0,1.0,1,30.0,1.0,0.0,,,,,,,,20E,2,1,1,0,2006-10-06,2006-12-06,61
420904,A,NYM,LEW,BOP,CLD,DNY,,,,,15,A,2007-01-05,2007-01-22,2006-11-06,0,0,1,0,0,1,1,,1.0,1,77.0,0.0,,,,,,,,,15A,3,0,2,1,2006-07-24,2007-01-22,182
422250,A,NYM,LEW,BOP,CLD,DNY,,,,,22,Z,2007-01-05,2006-12-29,2006-11-06,0,0,1,0,0,1,1,,1.0,1,53.0,1.0,,,,,,,,,22Z,3,0,3,0,2006-08-03,2006-12-29,148
423573,A,NYM,LEW,BOP,CLD,DNY,,,,,22,A,2007-01-05,2007-01-18,2006-11-06,0,0,1,0,0,1,1,,1.0,1,73.0,0.0,,,,,,,,,22A,3,0,3,0,2006-08-15,2007-01-18,156
421219,A,BRO,FTD,BOP,REJ,RAP,RSA,,,,20,D,,2006-11-14,2006-11-06,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,4,3,1,0,2006-07-21,2006-11-14,116
432646,F,BRO,BRO,BRO,CLO,WDN,,,,,33,A,2006-12-13,2006-12-14,2006-11-03,0,0,0,0,1,1,1,,0.0,1,41.0,0.0,,,,,,,,,33A,1,0,1,0,2006-11-03,2006-12-14,41
426362,A,BRO,BRO,BOP,CLD,DNY,,,,,20,D,2007-01-02,2007-01-16,2006-11-03,0,0,1,0,0,1,1,,0.0,1,74.0,0.0,,,,,,,,,20D,2,0,2,0,2006-09-05,2007-01-16,133
420462,A,BRO,BRO,BOP,CLD,DNY,,,,,20,B,2007-01-01,2007-01-16,2006-11-02,0,0,1,0,0,1,1,,0.0,1,75.0,0.0,,,,,,,,,20B,4,2,2,0,2006-07-19,2007-01-16,181
425274,A,BRO,BRO,BOP,REJ,ONE,CPG,RSA,,,20,D,,2006-11-14,2006-11-02,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,2,1,1,0,2006-08-28,2006-11-14,78
418350,A,NYM,NYM,BOP,CLO,XPL,,,,,22,A,2007-01-01,2007-01-17,2006-11-02,0,0,0,0,1,1,1,,0.0,1,76.0,0.0,,,,,,,,,22A,5,2,3,0,2006-06-29,2007-01-17,202
433154,A,BRO,BRO,BOP,REJ,WRL,,,,,20,A,,2006-11-08,2006-11-01,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,20A,1,1,0,0,2006-11-01,2006-11-08,7
431434,F,OTV,OTV,OTV,CLD,DNY,,,,,34,Z,2006-11-19,2006-11-14,2006-10-30,0,0,1,0,0,1,1,,0.0,1,15.0,1.0,,,,,,,,,34Z,2,1,1,0,2006-10-25,2006-11-14,20
431439,F,OTV,OTV,OTV,CLD,DNY,,,,,34,B,2006-11-19,2006-11-14,2006-10-30,0,0,1,0,0,1,1,,0.0,1,15.0,1.0,,,,,,,,,34B,2,1,1,0,2006-10-25,2006-11-14,20
431862,F,BRO,BRO,BRO,REJ,INF,RSF,,,,24,C,,2006-10-30,2006-10-30,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,24C,1,1,0,0,2006-10-30,2006-10-30,0
431869,F,BRO,BRO,BRO,CLD,DNY,,,,,26,A,2006-12-09,2006-11-27,2006-10-30,0,0,1,0,0,1,1,,0.0,1,28.0,1.0,,,,,,,,,26A,1,0,1,0,2006-10-30,2006-11-27,28
431175,F,BRO,BRO,BRO,CLO,XPL,,,,,25,D,2006-12-09,2006-11-30,2006-10-30,0,0,0,0,1,1,1,,0.0,1,31.0,1.0,,,,,,,,,25D,2,1,1,0,2006-10-24,2006-11-30,37
431968,F,NYM,NYM,NYM,REJ,INF,RSF,,,,18,A,,2006-10-30,2006-10-30,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,18A,1,1,0,0,2006-10-30,2006-10-30,0
432396,R,BRO,BRO,NER,CLD,DNY,,,,,20,D,2006-11-29,2006-11-27,2006-10-30,0,0,1,0,0,1,1,0.0,0.0,1,28.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2006-10-30,2006-11-27,28
427427,R,OTV,OTV,NER,CLD,DNY,,,,,13,Z,2006-11-29,2006-11-29,2006-10-30,0,0,1,0,0,1,1,0.0,0.0,1,30.0,1.0,0.0,,,,,,,,13Z,2,0,2,0,2006-09-18,2006-11-29,72
431865,F,RBK,RBK,RBK,REJ,CON,INF,,,,26,B,,2006-10-30,2006-10-30,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,26B,1,1,0,0,2006-10-30,2006-10-30,0
426879,A,CNK,JES,BOP,CLD,DNY,,,,,20,E,2006-12-29,2007-01-10,2006-10-30,0,0,1,0,0,1,1,,1.0,1,72.0,0.0,,,,,,,,,20E,2,0,2,0,2006-09-07,2007-01-10,125
431867,F,BRO,BRO,BRO,CLD,DNY,,,,,33,E,2006-12-09,2006-11-30,2006-10-30,0,0,1,0,0,1,1,,0.0,1,31.0,1.0,,,,,,,,,33E,1,0,1,0,2006-10-30,2006-11-30,31
431896,F,OTV,OTV,OTV,CLD,DNY,,,,,15,B,2006-11-19,2006-11-14,2006-10-30,0,0,1,0,0,1,1,,0.0,1,15.0,1.0,,,,,,,,,15B,1,0,1,0,2006-10-30,2006-11-14,15
420395,A,RBK,RBK,BOP,CLD,DNY,,,,,32,D,2006-12-29,2007-01-10,2006-10-30,0,0,1,0,0,1,1,,0.0,1,72.0,0.0,,,,,,,,,32D,4,1,3,0,2006-07-19,2007-01-10,175
431251,F,NYM,NYM,NYM,CLO,WDN,,,,,26,B,2006-11-16,2006-11-14,2006-10-27,0,0,0,0,1,1,1,,0.0,1,18.0,1.0,,,,,,,,,26B,2,1,1,0,2006-10-24,2006-11-14,21
427913,R,OTV,OTV,NER,REJ,FRM,RSR,,,,16,B,,2006-11-02,2006-10-27,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,16B,3,2,1,0,2006-09-11,2006-11-02,52
412965,A,NYM,NYM,BOP,CLD,DNY,,,,,22,A,2006-12-26,2007-01-11,2006-10-27,0,0,1,0,0,1,1,,0.0,1,76.0,0.0,,,,,,,,,22A,6,3,3,0,2006-05-11,2007-01-11,245
425608,R,BRO,BRO,NER,REJ,IRQ,RSR,OTH,,,22,A,,2006-11-02,2006-10-26,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,22A,3,2,1,0,2006-08-31,2006-11-02,63
425606,R,BRO,BRO,NER,CLG,GRT,,,,,22,A,2006-11-25,2006-11-21,2006-10-26,0,0,0,1,0,1,1,0.0,0.0,1,26.0,1.0,0.0,,,,,,,,22A,3,1,1,1,2006-08-31,2006-11-21,82
431374,F,RBK,RBK,RBK,CLG,GRT,,,,,34,Z,2006-11-14,2006-11-08,2006-10-25,0,0,0,1,0,1,1,,0.0,1,14.0,1.0,,,,,,,,,34Z,1,0,0,1,2006-10-25,2006-11-08,14
431366,F,RBK,RBK,RBK,CLD,DNY,,,,,17,A,2006-11-14,2006-10-30,2006-10-25,0,0,1,0,0,1,1,,0.0,1,5.0,1.0,,,,,,,,,17A,1,0,1,0,2006-10-25,2006-10-30,5
431719,R,RBK,RBK,NER,CLD,DNY,,,,,20,D,2006-11-24,2006-11-24,2006-10-25,0,0,1,0,0,1,1,0.0,0.0,1,30.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2006-10-25,2006-11-24,30
428560,R,RBK,RBK,NER,CLD,DNY,,,,,16,B,2006-11-24,2006-11-21,2006-10-25,0,0,1,0,0,1,1,0.0,0.0,1,27.0,1.0,0.0,,,,,,,,16B,2,0,2,0,2006-09-26,2006-11-21,56
432156,R,RBK,RBK,NER,REJ,OTH,,,,,20,D,,2006-10-31,2006-10-25,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,20D,1,1,0,0,2006-10-25,2006-10-31,6
423239,A,NYM,CAA,BOP,CLD,DNY,,,,,22,A,2006-12-24,2007-01-03,2006-10-25,0,0,1,0,0,1,1,,1.0,1,70.0,0.0,,,,,,,,,22A,3,0,2,1,2006-08-11,2007-01-03,145
430050,A,CNK,MCK,BOP,REJ,UTR,OTH,,,,20,E,,2006-10-31,2006-10-24,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,20E,2,2,0,0,2006-09-25,2006-10-31,36
431254,F,NYM,NYM,NYM,CLD,DNY,,,,,34,A,2006-11-13,2006-11-08,2006-10-24,0,0,1,0,0,1,1,,0.0,1,15.0,1.0,,,,,,,,,34A,1,0,1,0,2006-10-24,2006-11-08,15
415906,A,NYM,NYM,BOP,REJ,IRQ,RSA,,,,22,A,,2006-10-31,2006-10-24,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,1.0,0.0,0.0,22A,5,3,2,0,2006-06-07,2006-10-31,146
431181,F,BRO,BRO,BRO,CLO,WDN,,,,,25,E,2006-11-13,2006-11-07,2006-10-24,0,0,0,0,1,1,1,,0.0,1,14.0,1.0,,,,,,,,,25E,1,0,1,0,2006-10-24,2006-11-07,14
431390,F,BRO,BRO,BRO,REJ,MSI,RSF,,,,21,A,,2006-10-25,2006-10-24,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,21A,1,1,0,0,2006-10-24,2006-10-25,1
431182,F,BRO,BRO,BRO,CLO,WDN,,,,,25,E,2006-12-03,2006-11-20,2006-10-24,0,0,0,0,1,1,1,,0.0,1,27.0,1.0,,,,,,,,,25E,1,0,1,0,2006-10-24,2006-11-20,27
419344,A,OTV,OTV,BOP,CLD,DNY,,,,,18,Z,2006-12-23,2007-01-10,2006-10-24,0,0,1,0,0,1,1,,0.0,1,78.0,0.0,,,,,,,,,18Z,5,2,3,0,2006-07-11,2007-01-10,183
425437,A,RBK,RBK,BOP,REJ,RAP,OTH,RSA,,,20,D,,2006-10-31,2006-10-24,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,20D,2,1,1,0,2006-08-28,2006-10-31,64
418383,A,NYM,FTD,BOP,CLD,DNY,,,,,22,A,2006-12-22,2006-12-28,2006-10-23,0,0,1,0,0,1,1,,1.0,1,66.0,0.0,,,,,,,,,22A,4,1,3,0,2006-06-29,2006-12-28,182
428922,R,OTV,OTV,NER,REJ,ONE,RSR,OTH,,,21,A,,2006-10-30,2006-10-23,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,21A,2,1,1,0,2006-09-28,2006-10-30,32
416345,R,OTV,OTV,NER,REJ,UTR,,,,,34,B,,2006-10-31,2006-10-23,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,34B,3,2,1,0,2006-06-12,2006-10-31,141
432125,R,NYM,NYM,NER,REJ,INS,SEN,,,,34,C,,2006-10-31,2006-10-23,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34C,1,1,0,0,2006-10-23,2006-10-31,8
428257,A,BRO,BRO,BOP,REJ,UTR,,,,,20,D,,2006-10-27,2006-10-23,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,20D,2,2,0,0,2006-09-22,2006-10-27,35
427927,R,BRO,BRO,NER,REJ,UTR,OTH,,,,20,D,,2006-10-31,2006-10-23,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,20D,2,2,0,0,2006-09-11,2006-10-31,50
432128,R,OTV,OTV,NER,REJ,INS,OTH,,,,33,Z,,2006-10-31,2006-10-23,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,33Z,1,1,0,0,2006-10-23,2006-10-31,8
421461,A,NYM,LEW,BOP,CLD,DNY,,,,,33,E,2006-12-22,2006-12-28,2006-10-23,0,0,1,0,0,1,1,,1.0,1,66.0,0.0,,,,,,,,,33E,3,0,3,0,2006-07-27,2006-12-28,154
432000,R,OTV,OTV,NER,REJ,INS,,,,,10,C,,2006-10-30,2006-10-20,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10C,1,1,0,0,2006-10-20,2006-10-30,10
429197,R,NYM,NYM,NER,CLD,DNY,,,,,22,D,2006-11-19,2006-11-17,2006-10-20,0,0,1,0,0,1,1,0.0,0.0,1,28.0,1.0,0.0,,,,,,,,22D,2,0,2,0,2006-10-03,2006-11-17,45
414366,R,BRO,BRO,NER,REJ,INS,OTH,,,,26,E,,2006-10-23,2006-10-20,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,26E,2,1,1,0,2006-05-24,2006-10-23,152
430847,F,BRO,BRO,BRO,CLD,DNY,,,,,21,A,2006-11-08,2006-11-06,2006-10-19,0,0,1,0,0,1,1,,0.0,1,18.0,1.0,,,,,,,,,21A,1,0,1,0,2006-10-19,2006-11-06,18
431073,R,BRO,FAI,NER,REJ,OTH,,,,,33,H,,2006-10-23,2006-10-19,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,33H,1,1,0,0,2006-10-19,2006-10-23,4
430761,F,NYM,NYM,NYM,REJ,ONE,UTF,,,,21,A,,2006-10-19,2006-10-19,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,21A,1,1,0,0,2006-10-19,2006-10-19,0
430687,F,OTV,OTV,OTV,REJ,OTH,,,,,34,B,,2006-10-18,2006-10-18,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,34B,1,1,0,0,2006-10-18,2006-10-18,0
432078,F,BRO,BRO,BRO,REJ,CON,SIG,RSF,,,25,C,,2006-10-31,2006-10-18,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,25C,1,1,0,0,2006-10-18,2006-10-31,13
432081,F,BRO,BRO,BRO,REJ,CON,RSF,OTH,,,22,A,,2006-10-31,2006-10-18,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,22A,1,1,0,0,2006-10-18,2006-10-31,13
415804,A,RBK,RBK,BOP,CLO,XPL,,,,,13,B,2006-12-17,2006-12-28,2006-10-18,0,0,0,0,1,1,1,,0.0,1,71.0,0.0,,,,,,,,,13B,4,1,3,0,2006-06-07,2006-12-28,204
432087,F,BRO,BRO,BRO,REJ,CON,RSF,OTH,,,22,C,,2006-10-31,2006-10-18,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,22C,1,1,0,0,2006-10-18,2006-10-31,13
431178,R,RBK,RBK,NER,CLD,DNY,,,,,20,D,2006-11-17,2006-11-14,2006-10-18,0,0,1,0,0,1,1,0.0,0.0,1,27.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2006-10-18,2006-11-14,27
426525,R,BRO,BRO,NER,REJ,UTR,OTH,,,,20,D,,2006-10-30,2006-10-18,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,20D,3,3,0,0,2006-09-06,2006-10-30,54
432084,F,BRO,BRO,BRO,REJ,CON,RSF,OTH,,,22,C,,2006-10-31,2006-10-18,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,22C,1,1,0,0,2006-10-18,2006-10-31,13
432006,R,RBK,RBK,NER,REJ,INS,SEN,,,,34,A,,2006-10-30,2006-10-18,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34A,1,1,0,0,2006-10-18,2006-10-30,12
430444,F,NYM,NYM,NYM,REJ,INF,RSF,,,,22,A,,2006-10-17,2006-10-17,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,22A,1,1,0,0,2006-10-17,2006-10-17,0
430437,F,NYM,NYM,NYM,REJ,ONE,RSF,,,,34,B,,2006-10-17,2006-10-17,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,34B,1,1,0,0,2006-10-17,2006-10-17,0
424994,R,BRO,BRO,NER,CLD,DNY,,,,,34,A,2006-11-16,2006-11-16,2006-10-17,0,0,1,0,0,1,1,0.0,0.0,1,30.0,1.0,0.0,,,,,,,,34A,3,1,2,0,2006-08-25,2007-09-28,399
423013,A,RBK,RBK,BOP,CLD,DNY,,,,,10,D,2006-12-16,2006-12-20,2006-10-17,0,0,1,0,0,1,1,,0.0,1,64.0,0.0,,,,,,,,,10D,3,0,3,0,2006-08-10,2006-12-20,132
423759,R,BRO,BRO,NER,REJ,UTR,OTH,,,,21,A,,2006-10-18,2006-10-16,0,1,0,0,0,1,0,,,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,21A,2,1,1,0,2006-08-16,2006-10-18,63
430646,R,RBK,RBK,NER,CLD,DNY,,,,,20,D,2006-11-15,2006-11-14,2006-10-16,0,0,1,0,0,1,1,0.0,0.0,1,29.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2006-10-16,2006-11-14,29
430645,R,RBK,RBK,NER,CLD,DNY,,,,,20,D,2006-11-15,2006-11-14,2006-10-16,0,0,1,0,0,1,1,0.0,0.0,1,29.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2006-10-16,2006-11-14,29
431904,R,RBK,RBK,NER,REJ,SIG,CPG,RSR,,,20,D,,2006-10-30,2006-10-16,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2006-10-16,2006-10-30,14
427237,F,RBK,RBK,RBK,CLD,DNY,,,,,17,C,2006-11-22,2006-11-22,2006-10-13,0,0,1,0,0,1,1,,0.0,1,40.0,1.0,,,,,,,,,17C,2,1,1,0,2006-09-15,2006-11-22,68
